area,city,floor,location,price,rooms,source,square_price,title
48,Beograd,3," Opština Rakovica , Miljakovac ,  ",106500,1.5,halooglasi,2219,Miljakovac - stan za svaku preporuku
108,Beograd,p," Opština Zvezdara , Crveni krst , Pop Stojanova ",180000,3.0,halooglasi,1667,"Zvezdara, Crveni krst - Pop Stojanova"
102,Beograd,p," Opština Zvezdara , Lion , Subotička ",337000,4.5,halooglasi,3304,"Prodajemo četvoroiposoban dupleks kod Liona, 102m2"
67,Beograd,0.5," Opština Zvezdara , Lion , Braće Miladinov ",182000,3.0,halooglasi,2744,Stan sa galerijom u visokom prizemlju
90,Beograd,p," Opština Zvezdara , Lion , Braće Miladinov ",245000,3.5,halooglasi,2742,Troiposoban penthouse
40,Beograd,2," Opština Zvezdara , Lion , Braće Miladinov ",114000,1.5,halooglasi,2897,"Mali, funkcionalan stan u mirnoj ulici"
50,Beograd,2," Opština Zvezdara , Lion , Braće Miladinov ",142000,2.0,halooglasi,2880,"Lep, dvosoban stan"
62,Beograd,4," Opština Novi Beograd , Bežanijska kosa 3 , Kolumbova ",142000,3.0,halooglasi,2290,"Prodaje se stan u Kolumbovoj,uknjižen ID#82368"
62,Beograd,1," Opština Zvezdara , Učiteljsko naselje , Dr Velizara Kosanovića ",135500,2.0,halooglasi,2185,Učiteljsko naselje - Dr Velizara Kosanovića
48,Beograd,0," Opština Palilula , Hadžipopovac ",168000,2.0,halooglasi,3529,"Hadžopopovac, 2.0, lux novogrdnja"
36,Zlatibor,2," Planina , Centar , Krfska ",89000,1.5,halooglasi,2472,"Zlatibior, Krfska Lux apartman, Izuzetan, Preporuk"
98,Beograd,6," Opština Voždovac , Naselje Stepa Stepanović , Vojvode Stepe 391 ",289360,4.0,halooglasi,2953,"Vojvode Stepe 391, Square 2, četvorosoban 98,09m"
43,Beograd,0," Opština Palilula , Hadžipopovac ",148000,2.0,halooglasi,3498,"Lux novogradnja, Hadžipopovac, 2.0, sa Pdv-om"
61,Beograd,1," Opština Palilula , Centar , Kneza Danila ",290000,2.0,halooglasi,4754,"Central Garden, lux, garaža, delimično opremljen"
74,Beograd,1," Opština Palilula , Višnjička Banja ,  ",140600,3.0,halooglasi,1900,"Sunnyville,74m2 cena+pdv-retko u ponudi"
62,Beograd,4," Opština Novi Beograd , Bežanijska kosa 3 , Kolumbova ",142000,3.0,halooglasi,2290,Stan na odličnoj lokaciji na Bežanijskoj kosi
114,Beograd,1," Opština Stari grad , Dorćol , Cara Uroša ",398300,4.0,halooglasi,3500,"Četvorosoban stan, Beograd, ul. Cara Uroša"
180,Beograd,0," Opština Stari grad , Dorćol , Cara Uroša ",629265,6,halooglasi,3500,"Dupleks, Beograd, Cara Uroša"
55,Beograd,3," Opština Voždovac , Braće Jerković , Braće Jerković ",140000,2.0,halooglasi,2545,Voždovac | Braće Jerković | 55m2+5m2
128,Beograd,p," Opština Voždovac , Lekino brdo , Gospodara Vučića ",250000,4.5,halooglasi,1953,Dupleks Gospodara Vucica 180
23,Kopaonik,10," Planina , Čajetinska česma , Stefana Prvovenčanog ",37000,2.0,halooglasi,1609,Prodaja apartmana President Kop na Kopaoniku
73,Beograd,p," Opština Zvezdara , Bulevar kralja Aleksandra , Bulevar kralja Aleksandra ",167200,3.0,halooglasi,2290,Ekskluzivna novogradnja kompletno opremljena
48,Beograd,p," Opština Zvezdara , Bulevar kralja Aleksandra , Bulevar kralja Aleksandra ",111000,2.0,halooglasi,2312,Opremljena novogradnja na Bulevaru
84,Beograd,p," Opština Zvezdara , Bulevar kralja Aleksandra , Bulevar kralja Aleksandra 515 ",191700,3.0,halooglasi,2282,Opremljeni stan na Bulevaru - novogradnja
70,Ćuprija,2," Gradska lokacija , Centar , Karađorđeva ",50000,2.0,halooglasi,714,Prodajem stan
58,Beograd,p," Opština Grocka , Kaluđerica , Preradovićeva  br.21 ",92800,3.0,halooglasi,1600,"Novogradnja 58mkv, dve spavace, useljiv."
42,Zlatibor,5," Planina , Centar , Andrije Jevremovića ",71000,2.0,halooglasi,1690,"Nov,odmah useljiv dvosoban stan sa lepim pogledom"
52,Zlatibor,p," Planina , Centar , Ćaldov put ",109800,1.5,halooglasi,2112,"Apartman, The Forest Zlatibor"
45,Beograd,3," Opština Voždovac , Lekino brdo , Gospodara Vučića ",146000,2.0,halooglasi,3244,"Gospodara Vučića, stan 2.0 sa garažom"
65,Beograd,0.5," Opština Stari grad , Kosančićev venac , Fruškogorska ",250000,3.5,halooglasi,3846,"Kosančićev venac, prestižna lokacija, salonac"
54,Beograd,0," Opština Voždovac , Medaković padina ,  ",79900,2.0,halooglasi,1480,54m2 – Medaković Padina – Beograd
77,Beograd,1," Opština Zemun , Plavi horizonti ,  ",150000,3.0,halooglasi,1948,"77m2 – Zemun – Plavi Horizonti, Beograd"
80,Beograd,4," Opština Savski venac , Dedinje ,  ",240000,3.0,halooglasi,3000,80m2 – Dedinje – kod Američke ambasade
47,Pančevo,1," Gradska lokacija , Centar ,  ",71000,2.0,halooglasi,1511,47m2 – Pančevo – Dimitrija Tucovića – Novogradnja
92,Beograd,6," Opština Novi Beograd , Blok 19a , Milentija Popovića ",235000,4.0,halooglasi,2554,"Blok 19a, 4.0, 92m2,Top lokacija,Parking obezbeđen"
108,Beograd,17," Opština Novi Beograd , Blok 65 , Tadije Sondermajera ",413000,4.0,halooglasi,3855,"Welport 3, Nov 107m2, 4.0,2Garaže, Dvostran,Pogled"
77,Beograd,0.5," Opština Voždovac , Braće Jerković , Meštrovićeva ",179000,3.0,halooglasi,2325,"Lux, Braće Jerković Meštrovićeva,3.0, Top lokacija"
60,Beograd,1," Opština Novi Beograd , Fontana , Omladinskih brigada ",220000,3.5,halooglasi,3667,Fontana - 60kvm (građ.površine 68kvm)
110,Beograd,p," Opština Rakovica , Vidikovac , Sretena Mladenovića Mike ",130000,5.0,halooglasi,1182,Prodajem petosoban stan
75,Beograd,1," Opština Novi Beograd , Blok 70 (kineski tržni centar) , Jurija Gagarina ",193000,4.0,halooglasi,2573,Jurija Gagarina 82kvm (75kvm+2T)
93,Beograd,3," Opština Palilula , Botanička bašta , Jaše Prodanovića ",245000,4.0,halooglasi,2634,Palilula-Botanička bašta-Salonac-93m2+Terasa-Uknji
62,Beograd,p," Opština Novi Beograd , Ledine ,  ",109120,2.5,halooglasi,1760,Ledine-Novogradnja-62m2 ID#2326
50,Beograd,0," Opština Novi Beograd , Ledine ,  ",78000,2.5,halooglasi,1560,Ledine-Izvorska-Dvoiposoban-Novogradnja ID#2328
50,Beograd,2," Opština Zemun , Altina , Ugrinovačka ",99900,2.0,halooglasi,1998,Zemun Altina-Ugrinovačka-Uknjižen ID#2562
209,Beograd,p," Opština Savski venac , Dedinje , Flore Sends ",1000000,3.5,halooglasi,4785,Dedinje-Lux-Dva garažna mesta-Uknjižen ID#2596
209,Beograd,p," Opština Savski venac , Dedinje , Flore Sends ",800000,4.0,halooglasi,3828,Dedinje-Flore Sends-4.0-Dva garažna mesta-Uknjižen
70,Beograd,2," Opština Zemun , Ćukovac ",175000,3.0,halooglasi,2500,Zemun Novogradska 3.0 175000
49,Beograd,2," Opština Zemun , Zemunske kapije ",112700,2.5,halooglasi,2300,Zemun Skopljanska 2.5 112700
63,Beograd,3," Opština Stari grad , Bajlonijeva pijaca , Dobračina ",210000,2.0,halooglasi,3333,"Centar,Skadarlija,Parking ID#1333"
70,Beograd,3," Opština Zemun , Save Kovačevića , Garibaldijeva ",182000,3.0,halooglasi,2600,"Zemun, ul. Garibaldijeva, 3-soban, 70m2"
86,Beograd,8," Opština Novi Beograd , Blok 38 , Bulevar Arsenija Čarnojevića ",220000,3.5,halooglasi,2558,"Blok 38, Dvostran, 86m2, 3,5 soban, 8/9, 2 mč"
64,Beograd,2," Opština Mladenovac , Mladenovac (mesto) , Crkvena ",59000,3.0,halooglasi,922,Renoviran 3-soban stan - Tozino voće (Mladenovac)
45,Beograd,1," Opština Voždovac , Banjica , Paunova ",117000,2.0,halooglasi,2600,2.0 stan u kompleksu Paunov breg
100,Pančevo,1," Gradska lokacija , Centar , Vojvode Radomira Putnika ",139000,3.0,halooglasi,1390,"Duplex u gl. ulici,Pančevo+parking-detalji u opisu"
74,Beograd,5," Opština Voždovac , Banjica , Bulevar oslobođenja ",150000,3.0,halooglasi,2027,Banjica - adaptibilan u 3.5 - 1% provizija
64,Beograd,4," Opština Novi Beograd , Blok 61 , Jurija Gagarina ",137000,2.5,halooglasi,2141,Odličan stan u Jurija Gagarina blok 61
60,Beograd,5," Opština Novi Beograd , Blok 28 , Milutina Milankovića ",167000,2.0,halooglasi,2783,"2.0 Novi Beograd, Blok 28, Milutina Milankovića"
85,Beograd,p," Opština Voždovac , Naselje Stepa Stepanović , 2. srpske armije ",235000,2.5,halooglasi,2765,Naselje Stepa Stepanovic
61,Beograd,1," Opština Palilula , Tašmajdan , Kneza Danila ",290000,2.0,halooglasi,4754,"Lux 2.0 stan, Central garden ID#122726"
87,Beograd,p," Opština Voždovac , Lekino brdo , Strumička ",308850,3.5,halooglasi,3550,"Strumička br.72, Park view, 87m2"
53,Beograd,2," Opština Voždovac , Lekino brdo , Strumička ",190800,1.5,halooglasi,3600,"Strumička br.72, 53m2 Park view, novogradnja"
43,Valjevo,3," Okolno mesto , Divčibare , Ljuti Krš ",69000,2.0,halooglasi,1619,Prodaja Duplex apartmana na Divčibarama u izgradnj
116,Novi Sad,p," Opština Novi Sad , Grbavica , Danila Kiša ",206000,3.5,halooglasi,1776,"Prostrani troiposoban stan na Grbavici, Novi Sad"
90,Beograd,0.5," Opština Stari grad , Skupština , Palmotićeva ",290000,3.5,halooglasi,3222,"Skupština, Palmotićeva, 90m2 sa dvorištem ID#7569"
39,Beograd,7," Opština Novi Beograd , Blok 70a , Dr Agostina Neta ",117900,1.0,halooglasi,3023,Stan na top lokaciji ID#128744
56,Beograd,1," Opština Novi Beograd , Ledine , Vojvođanska ",95200,3.0,halooglasi,1700,"3.0 stan Ledine, novogradnja ID#125782"
46,Niš,1," Palilula , Železnička stanica , Prokupačka 18 ",71300,1.5,halooglasi,1550,Elitna novogradnja kod crkve Svete Petke
56,Beograd,0.5," Opština Voždovac , Jajinci , Umetnička 1. prilaz ",111000,3.0,halooglasi,1986,Sunny Hill Jajinci - Stambeni kompleks u izgradnji
36,Beograd,p," Opština Voždovac , Jajinci , Umetnička 1. prilaz ",70300,1.5,halooglasi,1980,Sunny Hill Jajinci - Stambeni kompleks u izgradnji
27,Beograd,p," Opština Voždovac , Jajinci , Umetnička 1. prilaz ",53000,1.0,halooglasi,2000,Sunny Hill Jajinci - Stambeni kompleks u izgradnji
65,Beograd,1," Opština Voždovac , Jajinci , Umetnička 1. prilaz ",128500,3.0,halooglasi,2000,Sunny hill kompleks
44,Beograd,0.5," Opština Voždovac , Jajinci , Umetnička 1. prilaz ",85500,2.0,halooglasi,1981,Sunny hill kompleks
160,Beograd,2," Opština Voždovac , Farmaceutski fakultet , Hajduk Stojka ",185000,4.0,halooglasi,1156,"Voždovac, lux tek završen stan, dupleks, ID 20944"
100,Beograd,4," Opština Zvezdara , Đeram pijaca , Pećska ",300000,3.0,halooglasi,3000,"Đeram pijaca, lux, novogradnja, garaža, ID 21474"
104,Beograd,2," Opština Novi Beograd , Blok 67a (A blok) , Uroša Matrinvoića ",426400,4.0,halooglasi,4100,"A blok, lux, komforan, garaža, ID 20920"
57,Beograd,1," Opština Savski venac , Humska , Gornjačka ",192460,2.0,halooglasi,3376,"Savski venac, odlična ponuda, ID 22249"
83,Beograd,p," Opština Vračar , Južni bulevar , Sime Igumanova ",259000,3.0,halooglasi,3120,"Vračar, lux stan sa saunom, ID 22230"
83,Beograd,1," Opština Novi Beograd , Blok 65 , Omladinskih brigada ",390000,3.0,halooglasi,4699,"West 65, lux sređen, uknjižen, ID 20487"
155,Beograd,3," Opština Vračar , Centar , Bulevar Kralja Aleksandra ",499000,4.0,halooglasi,3219,Vračar-Crkva Svetog Marka-155m2-Uknjižen ID#2594
91,Beograd,2," Opština Savski venac , Dedinje , Miloja Đaka ",330000,4.0,halooglasi,3626,Dedinje - Beli Dvor-4.0-Garaža-Uknjižen ID#2548
41,Beograd,6," Opština Zemun , Donji grad , Prvomajska ",104000,1.0,halooglasi,2537,Zemun-Prvomajska-41m2-Uknjižen ID#2620
38,Beograd,4," Opština Novi Beograd , Blok 65 , Omladinskih brigada ",180000,1.0,halooglasi,4737,"West Tower, lux nekretnina, ID 16068"
70,Beograd,2," Opština Zemun , Gornji grad , Ugrinovačka ",195000,3.0,halooglasi,2786,"Odlican odmah useljiv 3soban stan, 70kvm, Zemun."
49,Beograd,2," Opština Rakovica , Kneževac , Slavka Rodića ",79500,2.0,halooglasi,1645,"Nov stan, Beograd, Kneževac,Slavka Rodića"
121,Pančevo,p," Gradska lokacija , Misa , Sremska ",100000,4.5,halooglasi,826,"Stan, Nova Misa 121kv"
43,Beograd,0.5," Opština Voždovac , Lekino brdo , Pašmanska ",151500,2.0,halooglasi,3523,Lekino brdo - Pašmanska 2.0 potpuno opremljen stan
83,Beograd,p," Opština Zemun , Kalvarija , Prvomajska 59 ",238600,3.0,halooglasi,2875,"Luksuzna novogradnja u Zemunu,Prvomajska 59"
74,Beograd,0," Opština Voždovac , Bioskop Voždovac , Admirala Vukovića ",208000,3.0,halooglasi,2811,"TOP Ponuda, LUX, trosoban, 74m2, Admirala Vukovica"
66,Beograd,1," Opština Zemun , Prvomajska , Dragana Rakića ",132900,2.0,halooglasi,2014,"Prvomajska, Dragana Rakića"
131,Beograd,1," Opština Stari grad , Dorćol , Cara Dušana ",449000,5.0,halooglasi,3427,"5.0, RETKO U PONUDI, Centar, Dorćol, 147m2 (131m2)"
47,Beograd,2," Opština Zemun , Altina , Taška Načića ",87000,1.5,halooglasi,1851,"Zemun,Altina,nov,uknjizen 47 m2"
80,Beograd,0.5," Opština Stari grad , Dorćol , Visokog Stevana ",290000,4.0,halooglasi,3625,"Odlican 4.0 stan,bez ulaganja"
54,Zlatibor,1," Planina , Centar , Jovanke Jeftanović ",108000,1.5,halooglasi,2000,Apartman
35,Beograd,1," Opština Zvezdara , Vojvode Vlahovića , Vojvode Vlahovića ",80000,2.0,halooglasi,2286,"2.0 Zvezdara, ""Vojvode Vlahovića"" - kod Sunca"
44,Beograd,0," Opština Grocka , Boleč , 8. marta ",70400,1.5,halooglasi,1600,Prodaja stanova u Bolecu (od 40 do 56 m2)!
54,Beograd,2," Opština Novi Beograd , Bežanijska kosa 1 , Danila Lekića Španca ",165000,1.5,halooglasi,3056,"Bežanijska kosa I, jednoiposoban stan"
88,Beograd,3," Opština Stari grad , Dorćol , Gundulićev Venac ",325000,3.0,halooglasi,3693,"Trosoban stan na prodaju, Gundulićev Venac"
87,Beograd,1," Opština Voždovac , Kumodraška ",243600,3.0,halooglasi,2800,Extra Lux stan na Voždovcu-bez provizije
86,Beograd,p," Opština Voždovac , Vojvode Stepe ",250500,4.0,halooglasi,2913,Extra lux stan u Vojvode Stepe-bez provizije
69,Beograd,5," Opština Palilula , 27. marta , 27. marta ",248500,3.0,halooglasi,3601,"Top ponuda, EXTRA LUX, 69m2, 27.Marta, Palilula"
53,Beograd,0.5," Opština Zvezdara , Đeram pijaca , Preševska ",149990,2.0,halooglasi,2830,"Lux novogradnja, Preševska, 53 m2"
30,Beograd,0," Opština Zemun , Altina , Samaranova ",51000,1.5,halooglasi,1700,Altina Novogradnja
37,Vrnjačka Banja,1," Gradska lokacija , Centar ",69200,1.5,halooglasi,1870,Izgradnja luksuznog stana u blizini kružnog toka
38,Vrnjačka Banja,0," Gradska lokacija , Centar ",75000,1.0,halooglasi,1974,Uskoro useljiv stan iznad Tople vode
45,Zlatibor,0," Planina , Obudojevica ",81000,1.5,halooglasi,1800,Zlatibor novogradnja Obudojevica
46,Beograd,p," Opština Zvezdara , Bulevar kralja Aleksandra , Vojvode Dovezenskog ",135000,2.0,halooglasi,2935,"Bulevar kralja Aleksandra, dvosoban stan"
64,Beograd,6," Opština Novi Beograd , Blok 62 , Jurija Gagarina ",149900,2.5,halooglasi,2342,Blok 62 | 2.5 | 64+L
55,Zlatibor,1," Planina , Obudojevica ",99000,2.0,halooglasi,1800,Zlatibor Novogradnja Obudojevica
44,Beograd,4," Opština Zvezdara , Lipov lad , Ulcinjska ",154000,1.5,halooglasi,3500,"Lipov lad, lux, novogradnja, ID 22338"
124,Beograd,25," Opština Novi Beograd , Blok 65 , Omladinskih brigada ",648500,4.0,halooglasi,5230,"West 65, luksuzan stan, izuzetan, ID 21471"
39,Beograd,7," Opština Palilula , Bulevar despota Stefana , Jovana Avakumovića ",125000,1.0,halooglasi,3205,"Jovana Avakumovića, kod MUP-a 39m2, jednosoban"
87,Beograd,2," Opština Voždovac , Lekino brdo , Kruševačka ",250000,3.0,halooglasi,2874,"Nov stan, dogovor lux, miran garaža, sve uknjiženo"
50,Beograd,1," Opština Palilula , Profesorska kolonija , Zdravka Čelara ",138500,2.0,halooglasi,2770,Zdravka Čelara kod Ljube Stojanovica
48,Beograd,7," Opština Novi Beograd , Blok 67a (A blok) , Jurija Gagarina ",249500,2.0,halooglasi,5198,Lux namestan stan u ABloku
51,Beograd,p," Opština Voždovac , Lekino brdo , Varvarinska ",135000,2.0,halooglasi,2647,Fenomenalan Stan Lekino Brdo  51m2 2.0 Parking
64,Beograd,1," Opština Zvezdara , Vukov Spomenik , Zahumska ",210000,3.5,halooglasi,3281,"Zvezdara, Vukov spomenik - Zahumska"
106,Beograd,p," Opština Vračar , Slavija , Makenzijeva ",285000,3.0,halooglasi,2689,Renoviran dupleks  na Vračaru sa pogledom na Hram
82,Beograd,3," Opština Voždovac , FON - Bilećka , Bilećka ",328000,3.0,halooglasi,4000,"Komforan trosoban stan, Voždove kapije, 82m2"
17,Beograd,0," Opština Vračar , Čubura , Cerska ",61000,1.0,halooglasi,3588,Cerska - garsonjera 32 m2
58,Beograd,2," Opština Zemun , Zemunske kapije , Šumadijska ",149500,2.0,halooglasi,2578,Zemun 58 m2 lux
46,Beograd,p," Opština Zvezdara , Mirijevo , Aleksandra Belića ",119900,2.5,halooglasi,2607,"Mirijevo, A. Belića, stvarno 76 m2(uknjiženo 46m2)"
63,Beograd,p," Opština Zemun , Retenzija , Aleksandra Dubčeka ",174000,2.0,halooglasi,2762,"Retenzija, retko u ponudi"
73,Beograd,0," Opština Čukarica , Banovo brdo , Toše Jovanovića ",149000,2.5,halooglasi,2041,Čukarica | Toše Jovanovića | 73m2
86,Beograd,p," Opština Voždovac , Naselje Stepa Stepanović , 2. srpske armije ",235000,2.5,halooglasi,2733,"Stepa Stepanović, 2. srpske armije, 86m2, 2.5 ID#2"
103,Beograd,p," Opština Vračar , Hram svetog Save , Nebojšina ",412000,3.0,halooglasi,4000,Nebojšina-Novogradnja-Lux-103m2
55,Beograd,0," Opština Vračar , Crveni krst , Sazonova ",180774,2.0,halooglasi,3300,"Lux, Crveni krst, 55m2 - Bez Provizije"
75,Beograd,2," Opština Čukarica , Banovo brdo , Steve Todorovića ",217500,3.5,halooglasi,2900,"Izuzetna lokacija, Banovo brdo, 3.5 stan"
94,Beograd,0.5," Opština Zemun , Zemunske kapije , Skopljanska ",219000,4.0,halooglasi,2330,"Zemunske kapije 4.0 stan sa 330m2 dvorišta, bašte"
90,Beograd,3," Opština Voždovac , Autokomanda , Bože Jankovića ",179000,4.0,halooglasi,1989,"Bože Jankovića, Autokomanda, Voždovac"
92,Beograd,4," Opština Novi Beograd , Bežanijska kosa 2 , Peđe Milosavljevića ",259000,3.5,halooglasi,2815,"Bežanijska kosa 2, vojni, 92m2, 3,5"
71,Beograd,p," Opština Zemun , Pregrevica , Pregrevica ",220000,3.5,halooglasi,3099,"Troiposoban 71m2, Pregrevica"
38,Beograd,1," Opština Zvezdara , Olimp , Vojvode Blažete ",105000,2.5,halooglasi,2800,"Prodajem lux stan Zvezdara,Vojvode Blažete 32,38m2"
52,Beograd,2," Opština Zvezdara , Mirijevo , Vitezova Karađorđeve zvezde ",108500,2.0,halooglasi,2087,"Useljiv,Lux, novogradnja, uknjizen stan u Mirijevu"
68,Beograd,1," Opština Zvezdara , Mirijevo , Vitezova Karadjordjeve Zvezde, Beograd (Zvezdara) ",127500,2.5,halooglasi,1894,"Useljiv,Lux, Novogradnja, Uknjizen stan u Mirijevu"
115,Beograd,p," Opština Savski venac , Dedinje , Kronštatska ",319000,4.0,halooglasi,2774,"Kronštatska, Dedinje, Savski venac"
65,Beograd,0," Opština Voždovac , Vojvode Vlahovića , Generala Đoke Popovića ",89500,2.0,halooglasi,1392,Nov stan Voždovac
81,Beograd,3," Opština Vračar , Crveni krst , Metohijska ",229000,3.5,halooglasi,2827,"Crveni krst, odličan troiposoban stan, Metohijska"
94,Beograd,3," Opština Palilula , Centar , Kneza Danila ",324299,3.0,halooglasi,3450,3.0 komforan stan u ulici Kneza Danila
59,Beograd,18," Opština Novi Beograd , Stari Merkator , Bulevar Mihajla Pupina ",155000,3.0,halooglasi,2627,Prodajemo odličan trosoban stan kod Retenzije 59m2
73,Beograd,10," Opština Palilula , Karaburma , Mirijevski bulevar ",189800,3.0,halooglasi,2600,"Karaburma, renoviran stan, odmah useljiv"
140,Pančevo,p," Gradska lokacija , Centar , Žarka Zrenjanina ",168000,4.0,halooglasi,1200,Penthaus direktno od investitora
48,Pančevo,0," Gradska lokacija , Centar , Žarka Zrenjanina ",66500,2.0,halooglasi,1403,"Novogradnja, Žarka Zrenjanina, Pančevo"
83,Pančevo,1," Gradska lokacija , Centar , Žarka Zrenjanina ",115500,3.5,halooglasi,1400,"Stan, Zarka Zrenjanina, Pancevo"
73,Pančevo,3," Gradska lokacija , Centar , Žarka Zrenjanina ",105052,2.5,halooglasi,1450,"Stan, Zarka Zrenjanina, Pancevo"
